case_id,sex,age_band,name_origin,province,region,urbanicity,NAME_PATIENT,NAME_DOCTOR,NAME_DOCTOR_2,NAME_RELATIVE,RELATIVE_RELATION,AGE,GENDER,DATE_ENCOUNTER,DATE_VALIDATION,DATE_HISTORY,DOB,INSZ,RIZIV,IBAN,CREDITCARDNUMBER,STREET,ZIPCODE,CITY,TELEFOON,TELEFOON_MOBILE,EMAIL,URL,ORGANIZATION,SPECIALTY,DIAGNOSIS,DX_EPONYM,DX_TEST,DX_ANATOMY,DX_DRUG,DX_DRUG_2,DX_HOMOGRAPH,DX_NUMERIC,DX_ABBREV,DX_CODESWITCH,noise_ops,ambiguous_surname,PATIENT_NOUN_GENERIC,PATIENT_NOUN_MARKED,HONORIFIC,PRONOUN_SUBJ,PRONOUN_POSS,fmt
CASE000783,F,18-34,flemish,Oost-Vlaanderen,Vlaanderen,urban,Leen Janssens,dr. Ismail El Fassi,dr. Femke Vermeulen,Geert Jacobs,Zoon,28 jaar,vrouw,25-04-2026,25-04-2026,2021-03-10,°20.11.1997,97.11.20-326.24,9-22429-41-006,BE02 1369 3577 2772,4524796554508558,Langelaan 170/18,9000,Gent,016411292,0495 66 08 01,leen.janssens@proximus.be,https://www.ziekenhuiszeepreventorium.be,Ziekenhuis Zeepreventorium,Fysische Geneeskunde en revalidatie,supraspinatuspeestendinose bilateraal,teken van Lasegue,Glasgow Coma Scale 15,N. Medianus,Trianal suppo,Ventolin aerosol,beeld passend bij bursitis,2cc,PRP,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'degree', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000784,M,65-79,flemish,Oost-Vlaanderen,Vlaanderen,town,Jonas De Backer,dr. Ana Rossi,dr. Geert Coppens,Inge Van Acker,Moeder,72 jaar,man,25 mei 2026,26-05-2026,25/03/2018,º12/09/1953,53.09.12-633.86,1-19373-34-006,BE26003928881035,4132533258884041,Gaverdries 256 bus 15,9700,Oudenaarde,097705297,0484 29 69 39,jonas.debacker@telenet.be,https://www.azgroeninge.be,AZ Groeninge,Pneumologie,"astma, goed gecontroleerd",ziekte van Bechterew,Jaeger transfertest,lig. Collaterale mediale,Metformine viatris 500 mg,Toujeo solostar,peervormige galblaas,3x/week,PPI,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'bus', 'AGE': 'jaar'}"
CASE000785,F,18-34,flemish,Limburg,Vlaanderen,rural,Inge Barthel,dr. Mehmet Demir,dr. Jan Van Damme,Lode Coppens,Oom,28-jarige,vrouw,14 mei 2026,2026-05-14,14/11/2018,°16/01/1998,98.01.16-650.62,9-26934-95-030,BE46 4896 7097 6847,4286866775646988,Bergpark 89,3630,Maasmechelen,09 856 34 36,0483 46 04 10,inge.barthel@skynet.be,https://www.ziekenhuissintvincentius.be,Ziekenhuis Sint-Vincentius,Orthopedie,gonartrose bilateraal,ziekte van Bechterew,Goldmann applanatie,M. Supraspinatus,Lyumjev kwikpen,Atorstatine 20 mg,hamstringletsel links,300 ie/ml 1.5 ml,ESWT,full range of motion,,True,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000786,M,35-49,southern_european,Oost-Vlaanderen,Vlaanderen,town,Marco Fernandez,dr. Andrzej Ionescu,dr. Els Declercq,Salvatore Moreira,Oom,36-jarige,man,11.05.2026,12 mei 2026,20-08-2020,°14-08-1989,89.08.14-313.28,82332808030,BE97 1730 0208 9029,4406186946056925,Abdijstraat 90 bus 8,9700,Oudenaarde,056 73 23 72,0491919121,marco.fernandez@gmail.com,https://www.uzsintvincentius.be,UZ Sint-Vincentius,Urologie,epididymitis links,syndroom van Raynaud,teken van Tinel,M. Biceps caput longum,Progor retard 180 mg,Depakine chrono 500 mg,molaire zwangerschap uitgesloten,BMI 20.808,co,blurr-test,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000787,F,80-95,maghrebi,Antwerpen,Vlaanderen,town,Samira Alaoui,dr. Serkan Ozturk,dr. Bart Dubois,Amina Bennani,Zus,93-jarige,vrouw,11-05-2026,12/05/2026,03-12-2020,°3/5/1933,33.05.03-060.93,4-11761-04-006,BE10 1171 0807 2468,4669377724242785,Zonneweg 214,2500,Lier,051 76 60 53,+32 476 78 90 61,samira.alaoui@proximus.be,https://www.imeldaziekenhuis.be,Imeldaziekenhuis,Cardiologie,boezemfibrilleren,ziekte van Dupuytren,Humphrey - perimetrie,M. Subscapularis,Diltiazemzalf 2%,Paracetamol 1 g,lintvormige stoelgang,FEV1/FVC 73.17,ivm,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000788,M,65-79,turkish,Antwerpen,Vlaanderen,town,Cem Kaya,dr. Femke Van Acker,dr. Katrien Coppens,Deniz Aydin,Moeder,67-jarige,man,17 mei 2026,18-05-2026,08/12/2021,º29/09/1958,58.09.29-011.12,4-08593-68-003,BE67 4662 5747 3235,4786477016962021,Meerskaai 74 bus 17,2300,Turnhout,09 569 38 65,0475 03 43 33,cem.kaya@skynet.be,https://www.azdamiaan.be,AZ Damiaan,Gastro-enterologie,coeliakie,syndroom van Sjogren,Phalen-test,M. Subscapularis,Injectafer 1000 mg,Asaflow 80 mg,as 165 graden,spO2: 94%,PTO,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000789,F,18-34,flemish,West-Vlaanderen,Vlaanderen,town,Lieve Dubois,dr. Filip Declercq,dr. Piotr Ionescu,Koen Goossens,Grootvader,33-jarige,vrouw,2026-05-06,8/5/2026,19 september 2021,°18-12-1992,92 12 18 880 14,15035889018,BE68046599281353,4116866028928148,Nieuwpad 162B,8300,Knokke-Heist,04 924 39 81,0489 80 65 31,lieve.dubois@gmail.com,https://www.azalma.be,AZ Alma,Dermatologie,atopisch eczeem,ziekte van Graves,Phalen-test,m. Infraspinatus,Injectafer 1000 mg,Diltiazemzalf 2%,geel verkleurde sclerae,spO2: 94%,ODS,watchful waiting,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'plain', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'yyyy-mm-dd', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'jarige'}"
CASE000790,M,65-79,central_african,Limburg,Vlaanderen,rural,Joseph Nkosi,dr. Elena Ionescu,dr. Femke De Smet,Didier Ilunga,Broer,71-jarige,man,29/04/2026,1 mei 2026,26-05-2017,°11-05-1955,55051144527,8-67400-71-004,BE76 8422 8144 8195,4480279727301997,Abdijwal 205,3700,Tongeren,+32 55 60 17 82,+32 492 48 12 36,joseph.nkosi@gmail.com,https://www.ziekenhuisnikolaas.be,Ziekenhuis Nikolaas,Reumatologie,osteoporose,manoeuvre van Valsalva,Barthel-index 90,m. Deltoideus,Sipralexa 20 mg,Progor retard 180 mg,peervormige galblaas,3x/week,nle,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000791,F,65-79,flemish,Oost-Vlaanderen,Vlaanderen,town,Marleen De Backer,dr. Hilde Goossens,dr. Yassine Rahmani,Griet De Smet,Dochter,70 jaar,vrouw,29/04/2026,01/05/2026,2021,°26 juni 1955,55062688616,1-68815-62-018,BE24 4665 7629 4191,4659647181753405,Hoevepark 68,9300,Aalst,+32 54 39 16 94,0488/26.98.73,marleen.debacker@gmail.com,https://www.klinieksintrembert.be,Kliniek Sint-Rembert,Neurologie,perifere polyneuropathie,ziekte van Crohn,Bristol-schaal type 4,lig. Collaterale mediale,Ibuprofen 400 mg,Progor retard 180 mg,geel verkleurde sclerae,1/w,nle,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000792,M,18-34,central_african,West-Vlaanderen,Vlaanderen,urban,Patrick Mbala,dr. Ann Vermeulen,dr. Lore Willems,Joseph Nkosi,Oom,27,man,17/05/2026,18/05/2026,26-06-2015,°06.05.1999,99.05.06-205.80,1-68294-01-030,BE27 5703 5734 6566,4945416460715004,Veldlei 100,8500,Kortrijk,+32 9 156 91 47,+32 (0)470/09.20.79,patrick.mbala@gmail.com,https://www.azturnhout.be,AZ Turnhout,Fysische Geneeskunde en revalidatie,bekkenbodemhypertonie,ziekte van Hashimoto,Bristol-schaal type 4,A. Radialis,Progor retard 180 mg,Toujeo solostar,beers-teken afwezig,HR: 68,APO,Painful arc beiderzijds +,,False,patient,patiente,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'intl_paren', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000793,F,35-49,maghrebi,West-Vlaanderen,Vlaanderen,town,Meryem Bouzid,dr. Wim Mertens,dr. Marco Garcia,Mehdi Alaoui,Zoon,42-jarige,vrouw,2026-04-17,18-04-2026,26 apr 2022,°21 sep 1983,83.09.21 654 37,1-58938-45-004,BE51 7237 3463 0871,4658365998016657,Kerkkaai 147,8400,Oostende,096870817,0474/15.10.55,meryem.bouzid@telenet.be,https://www.ziekenhuissintblasius.be,Ziekenhuis Sint-Blasius,Nefrologie,chronische nierinsufficientie stadium 3,syndroom van Sjogren,Phalen-test,A. Radialis,Toujeo solostar,Toujeo solostar,peervormige galblaas,2/d,z.n.,full range of motion,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'yyyy-mm-dd', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'degree', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000794,M,65-79,flemish,West-Vlaanderen,Vlaanderen,urban,Jan Van den Berghe,dr. Josiane Mwamba,dr. Katrien Wouters,Lieve Wouters,Nicht,67-jarige,man,9 mei 2026,09-05-2026,02/07/2017,°4 jun 1959,59.06.04-213.75,4 25846 81 008,BE75 8773 9790 7551,4808726705119382,Kortedries 189,8000,Brugge,+32 15 95 01 97,0472 05 97 24,jan.vandenberghe@skynet.be,https://www.ziekenhuiszeepreventorium.be,Ziekenhuis Zeepreventorium,Reumatologie,reumatoide artritis,ziekte van Hashimoto,Snellen 1,M. Biceps caput longum,Metformine viatris 500 mg,Ozempic 1 mg,beers-teken afwezig,1/w,antec.,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000795,F,65-79,southern_european,Vlaams-Brabant,Vlaanderen,urban,Maria Rossi,dr. Els Lambert,dr. Dirk Maes,Miguel Santos,Oom,74 jaar,vrouw,27 april 2026,27 apr 2026,10/9/2023,°13/08/1951,51.08.13-344.05,86290606003,BE67 2735 8715 0787,4648618382559143,Vijverdreef 28,3000,Leuven,+32 (0)50/44.06.61,0491 80 22 88,maria.rossi@skynet.be,https://www.uzdevoorzorg.be,UZ De Voorzorg,Reumatologie,osteoporose,ziekte van Parkinson,Humphrey - perimetrie,m. Infraspinatus,Injectafer 1000 mg,Toujeo solostar,hamstringletsel links,spO2: 94%,antec.,watchful waiting,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl_paren', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000796,M,35-49,flemish,Vlaams-Brabant,Vlaanderen,town,Koen De Clercq,dr. Krzysztof Nowak,dr. Rik De Smet,Wim Wouters,Broer,43-jarige,man,25 mei 2026,2026-05-27,01/11/2021,°12/09/1982,82.09.12-373.82,6-96337-26-018,BE66204356457857,4716727022410265,Kasteelpark 14,1500,Halle,089-98 11 72,0493 29 61 06,koen.declercq@skynet.be,https://www.uzheilighart.be,UZ Heilig Hart,Fysische Geneeskunde en revalidatie,supraspinatuspeestendinose bilateraal,ziekte van Crohn,Snellen 1,V. Saphena magna,Lambipol 100 mg,Asaflow 80 mg,beers-teken afwezig,12u,NSAID,Painful arc beiderzijds +,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000797,F,80-95,flemish,Antwerpen,Vlaanderen,urban,Leen Wouters,dr. Chantal Kabongo,dr. Bilal El Amrani,Luc Goossens,Broer,82,vrouw,29/4/2026,29-04-2026,31/05/2019,°23/02/1944,44.02.23-184.64,6 54834 13 480,BE87 5107 9959 9238,4991385413174481,Oudekaai 21,2018,Antwerpen,+32 56 96 42 77,0492 59 67 47,leen.wouters@proximus.be,https://www.kliniekrivierenland.be,Kliniek Rivierenland,NKO,chronische rhinosinusitis,ziekte van Dupuytren,Humphrey - perimetrie,N. Medianus,Metformine viatris 500 mg,Metformine viatris 500 mg,peervormige galblaas,BMI 20.808,PTO,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000798,M,0-17,maghrebi,Oost-Vlaanderen,Vlaanderen,town,Hamza Benali,dr. Dirk De Clercq,dr. Rik De Clercq,Bilal Benali,Zoon,11 jaar,man,20-04-2026,22 apr 2026,9 december 2016,°2014-07-01,14.07.01-295.47,8 06972 68 030,BE74011587943232,4219897446931683,Hoeveweg 174 bus 4,9100,Sint-Niklaas,059/35.32.47,+32 (0)499/91.14.01,hamza.benali@telenet.be,https://www.algemeenziekenhuisheilighart.be,Algemeen Ziekenhuis Heilig Hart,Algemene Heelkunde,ziekte van Von Willebrand,ziekte van Dupuytren,teken van Tinel,m. Infraspinatus,Sipralexa 20 mg,Nexiam 20 mg,geel verkleurde sclerae,T 37.2,RYGB,full range of motion,,False,patient,patiente,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'intl_paren', 'STREET': 'bus', 'AGE': 'jaar'}"
CASE000799,F,35-49,flemish,West-Vlaanderen,Vlaanderen,town,Hilde Willems,dr. Geert Vermeulen,dr. Dirk Van Damme,Hilde Willems,Grootmoeder,39-jarige,vrouw,18-05-2026,19-05-2026,16/3/2016,°05/08/1986,86080561431,3-28599-37-003,BE25 7833 2783 4967,4246935516978833,Zonnepark 102,8300,Knokke-Heist,03 595 13 33,0496/52.95.76,hilde.willems@gmail.com,https://www.klinieksintvincentius.be,Kliniek Sint-Vincentius,Algemene Heelkunde,ziekte van Von Willebrand,ziekte van Dupuytren,Romberg negatief,lig. Collaterale mediale,Toujeo solostar,Atorstatine 20 mg,hamstringletsel links,18u,nle,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000800,M,50-64,flemish,Antwerpen,Vlaanderen,urban,Geert Vermeulen,dr. Inge Lambert,dr. Adil El Habti,Stijn Van Damme,Broer,60 jaar,man,20/04/2026,21 april 2026,5/2022,°17/10/1965,65.10.17-001.51,5-38118-38-030,BE90 6510 9144 2786,4572386160186196,Vijverweg 175/14,2018,Antwerpen,+32 59 72 13 98,+32 497 02 21 04,geert.vermeulen@telenet.be,https://www.ziekenhuiszeepreventorium.be,Ziekenhuis Zeepreventorium,Reumatologie,osteoporose,syndroom van Sjogren,Phalen-test,m. Deltoideus,Atorstatine 20 mg,Depakine chrono 500 mg,molaire zwangerschap uitgesloten,0.5 mg,PRP,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'm/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'intl', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000801,F,65-79,flemish,Vlaams-Brabant,Vlaanderen,town,Hilde Van Damme,dr. Tom Jacobs,dr. Femke De Smet,Bart Willems,Broer,66-jarige,vrouw,08/05/2026,09.05.2026,2021-03-31,º07/01/1960,60.01.07-980.77,3 41342 01 030,BE91907988850613,4796056233094798,Kerkplein 115C,1500,Halle,015 89 13 05,0474 58 10 78,hilde.vandamme@gmail.com,https://www.uzrivierenland.be,UZ Rivierenland,Gynaecologie,endometriose,ziekte van Bechterew,Glasgow Coma Scale 15,V. Saphena magna,Ozempic 1 mg,Metformine viatris 500 mg,boomstructuur van de bronchi,22u,antec.,shared decision making,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd.mm.yyyy', 'DATE_HISTORY': 'yyyy-mm-dd', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'jarige'}"
CASE000802,M,35-49,flemish,Vlaams-Brabant,Vlaanderen,rural,Geert Van Damme,dr. Jan Janssens,dr. Stijn De Clercq,Nele Mertens,Nicht,43 jaar,man,10-05-2026,2026-05-12,30/10/2023,°25/12/1982,82.12.25-931.28,2-31851-76-004,BE12 3160 7941 6619,4751435355462228,Kerkstraat 56,3200,Aarschot,09 566 37 07,0478988830,geert.vandamme@proximus.be,https://www.azsintvincentius.be,AZ Sint-Vincentius,Oftalmologie,cataract incipiens bilateraal,syndroom van Guillain-Barre,Phalen-test,A. Radialis,Atorstatine 20 mg,Atorstatine 20 mg,lintvormige stoelgang,BD: 146/68,RYGB,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000803,F,80-95,flemish,Antwerpen,Vlaanderen,rural,Inge Lambert,dr. Filip Van Acker,dr. Grace Mbala,Nele Dubois,Grootmoeder,84-jarige,vrouw,28/05/2026,30/05/2026,20/01/2023,°12/8/1941,41.08.12-612.42,4 29145 80 030,BE17771995974914,4209434220824199,Kouterdries 185 bus 15,2860,Sint-Katelijne-Waver,02 401 50 76,0496 34 21 02,inge.lambert@proximus.be,https://www.ziekenhuissintblasius.be,Ziekenhuis Sint-Blasius,Reumatologie,reumatoide artritis,syndroom van Guillain-Barre,Romberg negatief,V. Saphena magna,Injectafer 1000 mg,Lambipol 100 mg,hamstringletsel links,3x/week,PTO,full range of motion,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'spaced', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000804,M,0-17,flemish,Antwerpen,Vlaanderen,urban,Kris Maes,dr. Marleen Coppens,dr. Sofie Lambert,Veerle De Backer,Zus,14-jarige,man,13/05/2026,14/05/2026,10/03/2022,°22/09/2011,11.09.22 349 90,2-25748-68-018,BE30 1128 2987 8184,4757901550880633,Zonnebaan 216,2000,Antwerpen,011/64.14.42,+32 (0)499/88.06.72,kris.maes@proximus.be,https://www.algemeenziekenhuisgroeninge.be,Algemeen Ziekenhuis Groeninge,Pneumologie,obstructief slaapapneusyndroom,teken van Lasegue,Schirmer-test,N. Medianus,Metformine viatris 500 mg,Progor retard 180 mg,beeld passend bij bursitis,FEV1/FVC 73.17,OS,watchful waiting,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'mixed', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'intl_paren', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000805,F,18-34,flemish,Vlaams-Brabant,Vlaanderen,town,Marleen Verhoeven,dr. Elena Costa,dr. Els Lambert,Leen Wouters,Grootmoeder,30,vrouw,27/05/2026,27/05/2026,20/09/2020,°01-10-1995,95.10.01-128.64,3-89334-24-006,BE89 3718 9897 8391,4349166055773908,Dorpbaan 104,1500,Halle,058 04 60 65,0479 81 74 27,marleen.verhoeven@proximus.be,https://www.ziekenhuisvesalius.be,Ziekenhuis Vesalius,Pneumologie,obstructief slaapapneusyndroom,ziekte van Graves,teken van Tinel,m. Deltoideus,Lambipol 100 mg,Depakine chrono 500 mg,peervormige galblaas,18u,APO,Painful arc beiderzijds +,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000806,M,50-64,flemish,Antwerpen,Vlaanderen,town,Luc De Backer,dr. Kris De Backer,dr. Jan Janssens,Lode De Backer,Neef,62-jarige,man,22-05-2026,24/05/2026,02.02.2018,°21-06-1963,63.06.21 711 24,5-36535-69-030,BE41 4764 8989 0698,4384395372580151,Vijverkaai 101,2300,Turnhout,011-14 05 43,0477/35.48.79,luc.debacker@skynet.be,https://www.kliniekzeepreventorium.be,Kliniek Zeepreventorium,Orthopedie,carpaal tunnelsyndroom,ziekte van Hashimoto,teken van Tinel,V. Saphena magna,Nexiam 20 mg,Cose protect,as 165 graden,1 a 2 /d,RYGB,Painful arc beiderzijds +,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'mixed', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'degree', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jarige'}"
